ID,Age,Gender,Name,Birth,Race,Home City,Home State,Amount Spent,Estimated Income,Destination
2371,27,Male,Customer 2371,1956-06-08,Asian,Dallas,Texas,4597.37,56533.5,Middle East & Africa
2372,44,Male,Customer 2372,1954-04-13,Hispanic,Phoenix,Arizona,7247.69,80934.49,Hawaii
2373,63,Female,Customer 2373,1984-12-14,Hispanic,Houston,Texas,8225.26,77904.33,Europe
2374,33,Female,Customer 2374,1955-06-12,White,San Antonio,Texas,7775.91,49307.41,Middle East & Africa
2375,18,Male,Customer 2375,1965-04-08,Other,Seattle,Washington,7267.33,134761.45,Alaska
2376,49,Female,Customer 2376,1963-01-25,White,Miami,Florida,6475.68,45659.12,Middle East & Africa
2377,42,Female,Customer 2377,1989-08-22,Black,Seattle,Washington,8201.36,120411.43,Hawaii
2378,48,Female,Customer 2378,1988-12-08,Other,Miami,Florida,8435.49,66968.66,Middle East & Africa
2379,59,Male,Customer 2379,2005-10-08,Other,San Diego,California,6737.86,79284.1,Alaska
2380,41,Female,Customer 2380,1970-02-24,White,Nashville,Tennessee,4305.39,120175.87,Alaska
2381,59,Female,Customer 2381,1992-08-26,Hispanic,Phoenix,Arizona,3734.45,20737.03,Middle East & Africa
2382,71,Female,Customer 2382,1966-08-15,Hispanic,Denver,Colorado,1380.6,44982.49,Asia
2383,19,Male,Customer 2383,1989-05-05,Other,San Antonio,Texas,1408.13,92215.68,Alaska
2384,29,Male,Customer 2384,1976-04-10,Black,San Antonio,Texas,7905.12,107448.91,Hawaii
2385,59,Female,Customer 2385,1979-01-16,White,Houston,Texas,9072.37,81078.35,Hawaii
2386,58,Female,Customer 2386,1985-08-20,Asian,Houston,Texas,3520.46,136081.2,Asia
2387,49,Male,Customer 2387,1978-01-05,Black,New Orleans,Louisiana,2743.4,93726.06,Middle East & Africa
2388,77,Male,Customer 2388,1964-11-11,White,Las Vegas,Nevada,8896.76,25445.69,Middle East & Africa
2389,57,Male,Customer 2389,1986-08-19,Hispanic,Philadelphia,Pennsylvania,2641.11,84237.36,Hawaii
2390,69,Female,Customer 2390,1983-05-15,Black,Los Angeles,California,5656.81,24908.86,Asia
2391,68,Male,Customer 2391,1963-07-09,White,Portland,Oregon,2358.94,71593.46,Middle East & Africa
2392,39,Female,Customer 2392,2000-08-06,Hispanic,Dallas,Texas,8757.92,78468.04,Middle East & Africa
2393,65,Male,Customer 2393,1974-07-10,Other,Los Angeles,California,3205.14,91855.27,Asia
2394,60,Female,Customer 2394,1991-01-14,Hispanic,Philadelphia,Pennsylvania,8047.95,90602.51,South America
2395,75,Male,Customer 2395,1986-12-17,Black,San Diego,California,8427.87,76494.97,Europe
2396,24,Female,Customer 2396,1960-11-14,White,Portland,Oregon,5580.22,39566.13,Middle East & Africa
2397,71,Female,Customer 2397,1995-02-05,Hispanic,Austin,Texas,1011.04,60435.89,Europe
2398,28,Male,Customer 2398,1961-02-14,Hispanic,Los Angeles,California,1737.84,140966.26,Europe
2399,43,Male,Customer 2399,1996-03-17,Hispanic,San Diego,California,3843.96,52503.62,South America
2400,38,Female,Customer 2400,1967-04-01,White,Las Vegas,Nevada,9947.2,99539.35,Alaska
2401,36,Male,Customer 2401,1990-11-15,Hispanic,San Diego,California,1078.14,111121.36,Europe
2402,37,Female,Customer 2402,1972-10-15,Black,Phoenix,Arizona,9672.12,57136.34,Hawaii
2403,59,Male,Customer 2403,1960-03-23,Hispanic,San Antonio,Texas,3791.0,103291.68,Asia
2404,39,Female,Customer 2404,1964-03-04,Asian,Los Angeles,California,6065.5,83890.42,Hawaii
2405,67,Male,Customer 2405,1954-01-05,White,Phoenix,Arizona,7874.77,91677.8,Hawaii
2406,29,Male,Customer 2406,1959-08-26,Hispanic,Denver,Colorado,9515.42,120475.06,Middle East & Africa
2407,44,Male,Customer 2407,1990-02-19,Other,Dallas,Texas,2605.99,108720.49,South America
2408,18,Female,Customer 2408,1951-03-11,White,Atlanta,Georgia,4589.01,135707.61,Europe
2409,21,Female,Customer 2409,1980-04-11,White,Las Vegas,Nevada,4716.5,70914.96,Asia
2410,70,Male,Customer 2410,1976-10-15,Asian,Boston,Massachusetts,4824.56,106332.79,Middle East & Africa
2411,33,Female,Customer 2411,1995-02-10,Other,Nashville,Tennessee,3233.07,42734.92,Middle East & Africa
2412,67,Male,Customer 2412,1957-12-04,White,Denver,Colorado,1330.76,26207.83,Middle East & Africa
2413,79,Female,Customer 2413,2000-02-01,Black,Austin,Texas,6254.54,109038.2,South America
2414,32,Female,Customer 2414,1984-11-11,Hispanic,San Francisco,California,4899.35,65505.97,Asia
2415,58,Male,Customer 2415,1998-08-21,White,New York,New York,4479.02,34782.15,South America
2416,60,Female,Customer 2416,1952-08-18,Hispanic,Houston,Texas,5502.85,145476.39,Hawaii
2417,69,Female,Customer 2417,1987-04-28,Other,Portland,Oregon,2736.85,91961.17,Hawaii
2418,51,Female,Customer 2418,2004-02-16,Black,Atlanta,Georgia,1319.9,56962.72,Hawaii
2419,27,Female,Customer 2419,1956-07-06,Other,Nashville,Tennessee,7429.68,43977.46,Europe
2420,58,Female,Customer 2420,1955-01-17,Asian,Houston,Texas,4669.34,40406.82,South America
2421,73,Female,Customer 2421,1993-10-13,Other,San Antonio,Texas,7373.05,135988.26,Middle East & Africa
2422,42,Female,Customer 2422,1955-01-05,Other,Dallas,Texas,7434.61,148186.04,Europe
2423,46,Female,Customer 2423,1954-04-11,Black,Las Vegas,Nevada,8127.56,122006.97,Middle East & Africa
2424,56,Female,Customer 2424,1986-07-09,White,Atlanta,Georgia,9050.89,31214.65,South America
2425,41,Male,Customer 2425,1989-01-19,Black,Phoenix,Arizona,2306.65,106615.35,Hawaii
2426,28,Female,Customer 2426,1973-12-02,Other,Miami,Florida,8139.52,64029.81,Asia
2427,57,Male,Customer 2427,1952-02-09,Hispanic,San Diego,California,8884.48,110247.52,Europe
2428,68,Male,Customer 2428,1981-01-25,Other,Phoenix,Arizona,6107.24,41552.25,Middle East & Africa
2429,70,Male,Customer 2429,1992-05-23,Other,Las Vegas,Nevada,5014.17,144817.55,Hawaii
2430,76,Female,Customer 2430,1992-10-05,Other,Chicago,Illinois,8049.07,92372.48,Middle East & Africa
2431,20,Female,Customer 2431,1979-07-15,White,Chicago,Illinois,2536.06,147612.41,Middle East & Africa
2432,66,Male,Customer 2432,1987-07-02,Hispanic,Phoenix,Arizona,2974.85,99882.29,Hawaii
2433,37,Female,Customer 2433,1960-03-27,White,Austin,Texas,4517.63,47453.19,Asia
2434,24,Male,Customer 2434,1951-05-27,Other,Philadelphia,Pennsylvania,4043.65,48522.93,Asia
2435,53,Female,Customer 2435,2005-06-25,Asian,Miami,Florida,2409.68,50465.87,Middle East & Africa
2436,77,Female,Customer 2436,1983-09-26,Black,Denver,Colorado,4441.85,75878.41,Europe
2437,76,Male,Customer 2437,1999-05-23,Other,Los Angeles,California,1203.86,143137.95,Middle East & Africa
2438,63,Female,Customer 2438,1952-08-07,Other,San Antonio,Texas,9013.05,56527.48,Asia
2439,38,Male,Customer 2439,1979-07-21,Other,Portland,Oregon,2971.91,38568.55,Hawaii
2440,74,Male,Customer 2440,1995-06-24,White,Chicago,Illinois,6882.54,147340.34,Alaska
2441,21,Male,Customer 2441,1990-04-20,Black,San Francisco,California,4846.18,124687.21,Europe
2442,27,Male,Customer 2442,1958-11-27,White,Atlanta,Georgia,3304.49,129681.52,Alaska
2443,47,Male,Customer 2443,1971-12-07,Asian,Austin,Texas,5060.21,96356.61,Asia
2444,27,Female,Customer 2444,1952-06-07,Hispanic,Nashville,Tennessee,4035.79,79173.66,Europe
2445,33,Male,Customer 2445,2005-07-06,Hispanic,Philadelphia,Pennsylvania,9893.16,110967.39,Middle East & Africa
2446,18,Female,Customer 2446,1993-09-22,White,Philadelphia,Pennsylvania,5046.96,93726.95,South America
2447,23,Female,Customer 2447,1965-07-16,Hispanic,New Orleans,Louisiana,5792.24,92544.42,Asia
2448,79,Male,Customer 2448,1959-04-18,White,Atlanta,Georgia,9011.02,51768.95,Alaska
2449,41,Female,Customer 2449,1956-10-06,Hispanic,Chicago,Illinois,7744.21,123917.25,Europe
2450,26,Female,Customer 2450,1990-06-23,Asian,New Orleans,Louisiana,7409.3,66905.67,Alaska
2451,53,Male,Customer 2451,1961-08-16,Other,Houston,Texas,6839.88,58016.51,Middle East & Africa
2452,67,Female,Customer 2452,1989-09-05,Hispanic,Los Angeles,California,2429.67,33430.36,Middle East & Africa
2453,21,Female,Customer 2453,1985-04-10,Hispanic,San Francisco,California,5879.53,109884.06,Hawaii
2454,47,Female,Customer 2454,1980-10-19,Hispanic,Atlanta,Georgia,6911.5,124494.78,Europe
2455,49,Male,Customer 2455,1963-02-26,Other,Las Vegas,Nevada,2933.69,73855.64,Middle East & Africa
2456,28,Male,Customer 2456,1956-03-15,Black,Houston,Texas,5133.26,77852.59,South America
2457,53,Male,Customer 2457,1975-05-13,Black,Denver,Colorado,9724.65,67285.17,South America
2458,78,Female,Customer 2458,1974-08-03,Asian,Los Angeles,California,3366.1,41035.9,Europe
2459,22,Female,Customer 2459,1964-05-08,Other,San Francisco,California,8708.99,100061.07,Middle East & Africa
2460,56,Female,Customer 2460,1998-03-01,Hispanic,Chicago,Illinois,8197.84,66860.74,Middle East & Africa
2461,67,Female,Customer 2461,2000-12-24,Black,Atlanta,Georgia,7484.83,92239.75,Hawaii
2462,65,Male,Customer 2462,1965-09-05,Asian,New York,New York,8500.69,99905.68,Hawaii
2463,53,Female,Customer 2463,1993-08-15,Other,Miami,Florida,2597.36,75270.97,Middle East & Africa
2464,20,Male,Customer 2464,1976-07-14,Other,San Francisco,California,2007.67,91593.78,South America
2465,37,Male,Customer 2465,1954-08-20,Asian,Miami,Florida,7038.62,63374.46,Europe
2466,38,Male,Customer 2466,1993-03-08,Hispanic,Philadelphia,Pennsylvania,2323.42,123373.03,Alaska
2467,50,Male,Customer 2467,1977-04-25,White,Denver,Colorado,7905.55,143504.4,Asia
2468,65,Male,Customer 2468,1969-12-15,Other,Chicago,Illinois,2254.02,122763.22,Alaska
2469,57,Female,Customer 2469,1951-03-14,White,Atlanta,Georgia,5018.03,50294.25,Alaska
2470,77,Male,Customer 2470,1980-10-05,White,Austin,Texas,9720.96,116814.77,Alaska
2471,56,Female,Customer 2471,1962-03-26,White,Philadelphia,Pennsylvania,8752.59,45131.44,South America
2472,34,Female,Customer 2472,1986-05-11,White,New York,New York,5314.12,51116.12,Hawaii
2473,70,Female,Customer 2473,1965-10-09,Hispanic,Austin,Texas,3894.17,119344.83,Alaska
2474,80,Male,Customer 2474,1972-04-26,Hispanic,Dallas,Texas,5701.2,119179.73,Middle East & Africa
2475,78,Female,Customer 2475,1950-07-19,White,Dallas,Texas,6086.75,39607.25,Asia
2476,37,Male,Customer 2476,1979-05-11,Hispanic,Nashville,Tennessee,5626.49,92361.72,Hawaii
2477,41,Female,Customer 2477,1984-10-13,Hispanic,Chicago,Illinois,6241.13,103172.9,Middle East & Africa
2478,54,Female,Customer 2478,1973-03-11,Hispanic,Nashville,Tennessee,7337.62,41306.14,South America
2479,39,Female,Customer 2479,2000-01-19,White,Houston,Texas,2116.56,132124.66,Hawaii
2480,43,Female,Customer 2480,1957-08-21,Black,Chicago,Illinois,9880.26,89498.21,Middle East & Africa
2481,34,Female,Customer 2481,1970-06-19,White,New York,New York,4312.64,115893.48,Alaska
2482,43,Male,Customer 2482,1991-03-05,Hispanic,Austin,Texas,3350.26,101506.84,Asia
2483,38,Male,Customer 2483,1988-07-19,Other,Philadelphia,Pennsylvania,2672.67,29121.69,Alaska
2484,52,Male,Customer 2484,1978-08-10,Other,Austin,Texas,2841.51,52916.75,Hawaii
2485,32,Male,Customer 2485,1995-02-25,Asian,Chicago,Illinois,5035.38,114048.85,Middle East & Africa
2486,45,Female,Customer 2486,1974-03-15,Other,Nashville,Tennessee,4427.92,75629.62,Europe
2487,67,Female,Customer 2487,2002-05-19,Asian,Miami,Florida,9027.09,86778.06,Alaska
2488,80,Female,Customer 2488,1952-06-07,Other,Atlanta,Georgia,4582.22,101957.19,Asia
2489,75,Female,Customer 2489,1954-11-24,Asian,Dallas,Texas,4107.89,61879.9,Alaska
2490,70,Female,Customer 2490,1980-05-09,Other,Miami,Florida,8161.48,60754.86,Europe
2491,27,Male,Customer 2491,1951-11-17,Other,Denver,Colorado,1154.96,71158.82,Asia
2492,70,Male,Customer 2492,1969-07-20,Hispanic,Las Vegas,Nevada,3212.11,29321.18,Europe
2493,59,Female,Customer 2493,1967-09-06,Black,Nashville,Tennessee,4962.96,74136.97,Alaska
2494,65,Male,Customer 2494,1990-03-13,Other,Boston,Massachusetts,5695.96,83596.6,Middle East & Africa
2495,61,Female,Customer 2495,1965-02-21,White,Nashville,Tennessee,4580.23,76612.22,Hawaii
2496,65,Female,Customer 2496,1958-10-12,Hispanic,Nashville,Tennessee,5132.72,125290.74,Hawaii
2497,37,Female,Customer 2497,1950-12-03,Black,San Diego,California,8599.51,41172.73,South America
2498,40,Female,Customer 2498,1999-11-16,Hispanic,San Antonio,Texas,1999.6,37133.84,Middle East & Africa
2499,70,Male,Customer 2499,1960-09-05,Other,Houston,Texas,6652.22,60960.87,Hawaii
2500,61,Male,Customer 2500,1961-09-07,Other,New Orleans,Louisiana,8970.79,49966.86,Alaska
2501,36,Male,Customer 2501,1986-02-12,White,Philadelphia,Pennsylvania,7021.84,54759.82,South America
2502,78,Female,Customer 2502,1992-05-17,Black,Los Angeles,California,5247.59,65696.7,South America
2503,70,Male,Customer 2503,1991-05-17,Hispanic,Denver,Colorado,5130.81,138441.31,Alaska
2504,41,Male,Customer 2504,1987-03-27,White,Houston,Texas,5306.24,122202.78,Europe
2505,21,Female,Customer 2505,1991-08-20,Other,Nashville,Tennessee,4277.76,42197.92,Middle East & Africa
2506,79,Female,Customer 2506,1990-12-11,Asian,Los Angeles,California,7916.68,56145.93,Asia
2507,73,Female,Customer 2507,1989-07-05,Asian,New York,New York,5486.19,20200.27,Asia
2508,58,Female,Customer 2508,1980-04-23,Asian,San Antonio,Texas,6842.64,136274.56,Hawaii
2509,71,Male,Customer 2509,1971-09-18,Black,Denver,Colorado,2662.66,116503.93,South America
2510,53,Female,Customer 2510,1951-12-23,White,Dallas,Texas,8745.58,49529.6,Asia
2511,65,Male,Customer 2511,1957-01-01,White,San Francisco,California,8364.39,132080.59,Europe
2512,57,Male,Customer 2512,1985-03-26,Black,Phoenix,Arizona,6299.06,70770.88,South America
2513,66,Female,Customer 2513,1955-12-25,White,Houston,Texas,3534.14,79827.02,Europe
2514,65,Male,Customer 2514,1962-07-08,Hispanic,Denver,Colorado,7620.78,34852.72,Middle East & Africa
2515,73,Male,Customer 2515,1960-06-24,Hispanic,Philadelphia,Pennsylvania,9619.32,26325.73,Asia
2516,44,Female,Customer 2516,2003-06-19,Black,San Antonio,Texas,7500.43,89869.62,Hawaii
2517,21,Male,Customer 2517,1951-01-15,White,San Antonio,Texas,3650.01,115394.48,Asia
2518,35,Female,Customer 2518,1978-09-04,Black,Dallas,Texas,5694.81,126192.2,Europe
2519,33,Female,Customer 2519,1987-12-04,Other,Denver,Colorado,4589.45,60215.61,South America
2520,26,Female,Customer 2520,2005-03-14,White,Dallas,Texas,1557.19,109805.76,Asia
2521,54,Male,Customer 2521,1990-10-14,Black,Portland,Oregon,9196.36,104377.76,Middle East & Africa
2522,32,Female,Customer 2522,1954-07-04,White,Houston,Texas,6230.29,23954.46,Europe
2523,20,Female,Customer 2523,1987-07-08,Other,Austin,Texas,4716.3,132073.96,Asia
2524,29,Female,Customer 2524,1981-06-01,Hispanic,Los Angeles,California,8533.21,64289.56,Alaska
2525,57,Male,Customer 2525,1986-05-07,White,Houston,Texas,5206.85,46146.39,Alaska
2526,18,Male,Customer 2526,1991-10-21,Asian,Nashville,Tennessee,6618.1,131071.3,Middle East & Africa
2527,44,Male,Customer 2527,1950-08-20,Hispanic,San Diego,California,4348.57,122559.78,Middle East & Africa
2528,53,Male,Customer 2528,1963-01-12,White,San Diego,California,4503.7,126917.19,Europe
2529,62,Female,Customer 2529,1970-07-24,Asian,Atlanta,Georgia,6483.13,116747.65,Alaska
2530,19,Female,Customer 2530,1977-07-05,White,Austin,Texas,4147.63,39356.24,Middle East & Africa
2531,41,Male,Customer 2531,1990-07-13,Asian,Las Vegas,Nevada,2035.16,32533.84,South America
2532,24,Male,Customer 2532,1984-02-18,Hispanic,Chicago,Illinois,2197.8,76329.33,South America
2533,68,Male,Customer 2533,1988-03-14,Black,San Diego,California,3091.18,118549.62,Middle East & Africa
2534,40,Female,Customer 2534,1985-11-07,Black,Atlanta,Georgia,3298.5,78794.42,Europe
2535,31,Male,Customer 2535,1963-09-10,Hispanic,Dallas,Texas,7286.88,49730.22,Alaska
2536,52,Male,Customer 2536,1976-05-05,Asian,San Antonio,Texas,9797.09,55400.52,Middle East & Africa
2537,70,Female,Customer 2537,1992-06-28,Asian,Chicago,Illinois,7105.33,72788.04,Europe
2538,75,Female,Customer 2538,1976-11-16,Hispanic,New York,New York,8028.6,79417.4,South America
2539,30,Male,Customer 2539,1962-08-25,Other,San Diego,California,7958.54,100997.55,Europe
2540,18,Female,Customer 2540,1996-03-25,Black,Phoenix,Arizona,3633.19,39096.62,Europe
2541,24,Female,Customer 2541,1979-05-05,Hispanic,New York,New York,7489.61,58942.22,Alaska
2542,79,Male,Customer 2542,1964-04-02,Hispanic,San Diego,California,2286.59,41130.03,Europe
2543,54,Male,Customer 2543,1978-07-20,White,Phoenix,Arizona,9272.92,82794.13,South America
2544,35,Female,Customer 2544,1956-05-07,Asian,Miami,Florida,2590.68,103505.29,Europe
2545,28,Female,Customer 2545,1951-05-17,Hispanic,Chicago,Illinois,2040.95,93149.13,Alaska
2546,30,Female,Customer 2546,1995-03-05,Hispanic,Nashville,Tennessee,8571.75,84777.16,Middle East & Africa
2547,41,Female,Customer 2547,1993-09-25,Black,Houston,Texas,1465.53,130916.61,South America
2548,66,Female,Customer 2548,1960-09-19,Hispanic,Denver,Colorado,5050.44,27854.74,Asia
2549,69,Male,Customer 2549,1997-01-04,White,San Francisco,California,9168.71,119373.31,Alaska
2550,28,Male,Customer 2550,1954-01-09,Black,New Orleans,Louisiana,1024.35,101157.39,Middle East & Africa
2551,69,Female,Customer 2551,1950-06-13,Other,San Antonio,Texas,9592.09,105118.83,South America
2552,77,Male,Customer 2552,1952-02-20,Other,San Francisco,California,5153.14,146930.19,Asia
2553,45,Female,Customer 2553,1958-09-02,Other,San Diego,California,8103.12,124176.61,Middle East & Africa
2554,51,Female,Customer 2554,1969-09-08,Black,Miami,Florida,2546.71,105194.23,Hawaii
2555,26,Female,Customer 2555,1991-01-09,Black,Philadelphia,Pennsylvania,9556.34,117467.03,Europe
2556,48,Female,Customer 2556,1957-10-08,Black,San Antonio,Texas,9109.84,72320.54,Hawaii
2557,39,Male,Customer 2557,1982-08-07,Asian,Portland,Oregon,9286.08,132219.09,Hawaii
2558,64,Male,Customer 2558,1977-07-05,Hispanic,Austin,Texas,8028.24,120782.97,Alaska
2559,70,Male,Customer 2559,1988-05-14,Other,Denver,Colorado,6695.81,60545.79,Asia
2560,23,Male,Customer 2560,1993-07-24,Hispanic,Las Vegas,Nevada,4585.99,110624.99,South America
2561,66,Male,Customer 2561,1967-05-16,Other,New Orleans,Louisiana,7484.98,108083.64,Hawaii
2562,32,Female,Customer 2562,2001-02-23,Asian,Nashville,Tennessee,7666.53,130234.35,Europe
2563,78,Male,Customer 2563,2001-10-26,Asian,San Diego,California,1643.45,49467.32,Asia
2564,38,Male,Customer 2564,2001-05-16,White,Chicago,Illinois,2014.91,113792.62,Asia
2565,36,Male,Customer 2565,2000-09-25,White,Philadelphia,Pennsylvania,6950.2,146265.45,Europe
2566,43,Female,Customer 2566,1952-10-11,Asian,Nashville,Tennessee,5745.1,49193.92,South America
2567,45,Female,Customer 2567,1985-11-05,White,Houston,Texas,4925.04,121805.95,Europe
2568,39,Female,Customer 2568,1985-01-28,Asian,Phoenix,Arizona,8467.19,143998.34,Alaska
2569,20,Female,Customer 2569,1976-05-14,Hispanic,Houston,Texas,1287.52,149992.2,Hawaii
2570,44,Female,Customer 2570,1976-07-25,Hispanic,Boston,Massachusetts,8427.0,117918.8,Asia
2571,31,Female,Customer 2571,1991-02-18,Black,Dallas,Texas,3561.23,103614.18,South America
2572,26,Female,Customer 2572,1995-06-08,Black,Portland,Oregon,4309.03,34052.37,Hawaii
2573,66,Female,Customer 2573,1968-01-04,Black,Boston,Massachusetts,2539.5,56433.21,Hawaii
2574,68,Female,Customer 2574,1957-06-09,Asian,Las Vegas,Nevada,1128.51,147215.29,Asia
2575,75,Female,Customer 2575,1963-01-28,Other,San Diego,California,4781.12,120140.85,South America
2576,70,Female,Customer 2576,2003-05-12,Other,Portland,Oregon,9663.32,36797.02,Hawaii
2577,69,Female,Customer 2577,2004-04-01,Asian,New York,New York,8018.45,46802.15,South America
2578,21,Female,Customer 2578,2005-03-19,White,Portland,Oregon,8012.07,100584.66,Alaska
2579,48,Female,Customer 2579,1984-06-03,White,Philadelphia,Pennsylvania,9564.28,35440.48,Europe
2580,51,Female,Customer 2580,1990-05-01,Other,Miami,Florida,3178.42,59158.03,South America
2581,67,Male,Customer 2581,1992-05-09,Black,Nashville,Tennessee,8377.95,67453.66,Hawaii
2582,53,Male,Customer 2582,1983-03-19,Black,San Francisco,California,6545.58,142249.95,Europe
2583,78,Male,Customer 2583,1993-04-28,Hispanic,Los Angeles,California,6164.02,23092.5,Asia
2584,31,Male,Customer 2584,1993-04-08,White,Portland,Oregon,6674.08,46407.07,Alaska
2585,62,Female,Customer 2585,1998-09-08,White,New York,New York,9860.59,145071.8,Alaska
2586,67,Female,Customer 2586,1995-08-09,Other,Houston,Texas,9063.99,146409.73,Hawaii
2587,41,Female,Customer 2587,1978-05-09,Asian,Atlanta,Georgia,1003.27,127236.43,Hawaii
2588,56,Female,Customer 2588,1971-01-04,Black,Dallas,Texas,1515.29,40337.32,Alaska
2589,66,Female,Customer 2589,1977-03-07,Hispanic,San Diego,California,8813.58,104471.51,Europe
2590,47,Male,Customer 2590,1999-01-28,Hispanic,Austin,Texas,5585.43,103614.57,Hawaii
2591,20,Female,Customer 2591,1969-08-07,Hispanic,Miami,Florida,3060.2,99882.57,Middle East & Africa
2592,47,Male,Customer 2592,1983-04-22,Hispanic,Denver,Colorado,8771.5,139215.32,Hawaii
2593,50,Female,Customer 2593,1970-04-12,Black,Philadelphia,Pennsylvania,3862.03,76777.13,Alaska
2594,30,Male,Customer 2594,1973-11-10,Hispanic,San Antonio,Texas,3575.69,65516.02,Asia
2595,47,Male,Customer 2595,1972-06-13,Black,New Orleans,Louisiana,8237.57,80171.12,Asia
2596,57,Female,Customer 2596,1999-06-13,Hispanic,Houston,Texas,5093.33,90885.34,Middle East & Africa
2597,30,Female,Customer 2597,1967-04-27,Asian,Philadelphia,Pennsylvania,7558.92,25939.97,Asia
2598,65,Female,Customer 2598,1954-10-11,Other,Nashville,Tennessee,5200.82,77629.02,South America
2599,69,Female,Customer 2599,1960-03-25,Other,Philadelphia,Pennsylvania,5653.69,143634.29,South America
2600,60,Female,Customer 2600,1996-04-28,Black,Seattle,Washington,3713.71,132179.19,Hawaii
2601,50,Male,Customer 2601,1970-03-02,Asian,Austin,Texas,7925.5,124463.66,Alaska
2602,20,Male,Customer 2602,1967-08-26,Asian,New Orleans,Louisiana,8406.09,41553.87,Hawaii
2603,64,Female,Customer 2603,1951-05-27,Black,Austin,Texas,6595.69,36966.45,Europe
2604,70,Male,Customer 2604,1954-03-22,White,Atlanta,Georgia,3516.52,46355.04,Middle East & Africa
2605,23,Male,Customer 2605,1990-12-15,Asian,Austin,Texas,5644.55,24457.15,Middle East & Africa
2606,46,Male,Customer 2606,2002-11-12,Hispanic,New Orleans,Louisiana,1693.79,120619.15,Europe
2607,76,Male,Customer 2607,1997-12-25,Asian,Dallas,Texas,7678.86,125306.43,Europe
2608,63,Male,Customer 2608,1956-12-27,Asian,Denver,Colorado,9624.94,126145.11,Europe
2609,40,Female,Customer 2609,1961-04-10,Other,Boston,Massachusetts,7092.38,38300.38,Alaska
2610,57,Female,Customer 2610,1983-04-04,Asian,Houston,Texas,7523.12,82774.74,Middle East & Africa
2611,71,Male,Customer 2611,1967-06-25,Asian,Boston,Massachusetts,7360.19,85340.29,Europe
2612,60,Male,Customer 2612,1974-01-08,Black,San Diego,California,2940.74,42862.34,Hawaii
2613,59,Female,Customer 2613,1984-09-19,Hispanic,Denver,Colorado,2765.92,23964.8,Asia
2614,31,Female,Customer 2614,1962-12-08,Other,Philadelphia,Pennsylvania,7937.23,47386.69,Hawaii
2615,75,Male,Customer 2615,1965-02-25,Hispanic,Nashville,Tennessee,1368.54,75519.14,Hawaii
2616,42,Female,Customer 2616,1964-05-22,Black,Boston,Massachusetts,3525.8,133262.77,Hawaii
2617,46,Female,Customer 2617,1961-10-08,White,Los Angeles,California,2375.76,43326.24,Hawaii
2618,55,Male,Customer 2618,1952-12-09,White,Philadelphia,Pennsylvania,7865.94,84814.37,Europe
2619,70,Female,Customer 2619,1964-01-10,White,Chicago,Illinois,8180.06,30187.33,Asia
2620,71,Male,Customer 2620,1966-07-28,Black,Philadelphia,Pennsylvania,5092.57,96145.54,Europe
2621,57,Female,Customer 2621,1963-03-01,Black,San Diego,California,2535.75,28056.58,Hawaii
2622,35,Male,Customer 2622,2003-06-01,Asian,Dallas,Texas,7421.86,50797.56,Europe
2623,32,Male,Customer 2623,1960-12-27,Asian,Portland,Oregon,5411.08,56777.56,Hawaii
2624,67,Male,Customer 2624,1951-03-22,Other,Chicago,Illinois,8193.61,23547.78,Hawaii
2625,64,Male,Customer 2625,1966-03-22,Black,New Orleans,Louisiana,2197.96,50277.01,South America
2626,35,Male,Customer 2626,1967-12-13,Black,Miami,Florida,1520.01,126953.41,Alaska
2627,73,Female,Customer 2627,1955-06-14,White,Portland,Oregon,9364.15,111238.12,Hawaii
2628,40,Male,Customer 2628,1962-04-16,Hispanic,Los Angeles,California,3737.87,98423.05,Alaska
2629,62,Male,Customer 2629,1956-09-11,Asian,Portland,Oregon,1436.03,64157.62,Alaska
2630,20,Female,Customer 2630,1979-04-13,Other,Portland,Oregon,6720.89,118180.21,South America
2631,21,Female,Customer 2631,1962-03-19,Black,New York,New York,6023.43,95222.64,Asia
2632,52,Female,Customer 2632,1970-04-15,Asian,Miami,Florida,1979.06,102055.68,Asia
2633,20,Male,Customer 2633,1973-10-10,Asian,Atlanta,Georgia,5112.79,90057.61,Europe
2634,31,Female,Customer 2634,2001-02-09,Other,New York,New York,8378.6,79951.3,South America
2635,31,Male,Customer 2635,1951-01-11,Hispanic,San Francisco,California,9969.44,59133.23,Hawaii
2636,36,Female,Customer 2636,1950-07-16,Hispanic,Las Vegas,Nevada,5550.06,123155.7,Hawaii
2637,26,Male,Customer 2637,1963-05-25,Hispanic,Chicago,Illinois,2122.54,81723.26,South America
2638,40,Male,Customer 2638,1989-08-05,Black,San Diego,California,8354.11,79369.99,Alaska
2639,65,Male,Customer 2639,1959-02-26,Asian,San Antonio,Texas,2426.67,31056.55,Asia
2640,63,Male,Customer 2640,2000-10-03,Other,New York,New York,5645.86,132824.44,Alaska
2641,54,Male,Customer 2641,1956-05-21,Hispanic,Los Angeles,California,2731.0,38518.26,Hawaii
2642,64,Female,Customer 2642,2000-12-24,White,San Antonio,Texas,6363.33,52164.48,Asia
2643,28,Male,Customer 2643,1995-08-16,White,Chicago,Illinois,7815.59,20695.08,South America
2644,79,Female,Customer 2644,1969-03-26,Black,Seattle,Washington,3729.4,25991.24,Asia
2645,30,Male,Customer 2645,1962-07-02,White,Austin,Texas,3082.8,134255.55,Hawaii
